,Old Family #,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,Unnamed: 12,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
121,13,Strongly Connected Components,1.0,SCCs,138.0,,,1,1,O(V+E),,,[https://www.semanticscholar.org/paper/Depth-First-Search-and-Linear-Graph-Algorithms-Tarjan/385742fffcf113656f0d3cf6c06ef95cb8439dc6 Tarjan's strongly connected components algorithm (1972)],Tarjan's strongly connected components algorithm,1972,https://www.semanticscholar.org/paper/Depth-First-Search-and-Linear-Graph-Algorithms-Tarjan/385742fffcf113656f0d3cf6c06ef95cb8439dc6,2,1.0,https://www.geeksforgeeks.org/tarjan-algorithm-find-strongly-connected-components/,1,5->6,5,"V: 5,
E: 3",$O(V+E)$,"V: number of vertices
E: number of edges",V,,,Word RAM,words,3,"V: 3,
E: 1",O(V),https://www.sciencedirect.com/science/article/pii/S0020019015001532,0.0,0.0,,0,,0,,0,0,,0,0,,"The strongly connected components or diconnected components of an arbitrary
 directed graph form a partition into subgraphs that are themselves
 strongly connected.",,,"V:E
3:4",,,,,,,1000.0,183.673,,1000000,183673.4694,,1000000000,183673469.4,,4,,,Combinatorics
122,13,Strongly Connected Components,1.0,SCCs,139.0,,,1,1,O(V+E),,,[https://www.worldcat.org/title/discipline-of-programming/oclc/1958445 Path-based strong components algorithm; Dijkstra (1976)],Path-based strong components algorithm; Dijkstra,1976,https://www.worldcat.org/title/discipline-of-programming/oclc/1958445,,,,0,0,5,"V: 5,
E: 3",$O(V+E)$,"V: number of vertices
E: number of edges",V,,,Word RAM,words,3,"V: 3,
E: 1",O(V),constant number of auxiliary stacks?,1.0,0.0,,0,,0,,0,0,,0,0,,"The strongly connected components or diconnected components of an arbitrary
 directed graph form a partition into subgraphs that are themselves
 strongly connected.",,,"V:E
3:4",,,,,,,1000.0,1,,,,,,,,4,,,Combinatorics
123,13,Strongly Connected Components,1.0,SCCs,141.0,,,1,1,O(V+E),,,[https://www.sciencedirect.com/science/article/pii/S0020019015001532 Pearce (2016)],Pearce,2016,https://www.sciencedirect.com/science/article/pii/S0020019015001532,,,,0,0,5,"V: 5,
E: 3",$O(V+E)$,"V: number of vertices
E: number of edges",V,,,Word RAM,words,3,"V: 3,
E: 1",O(V),https://www.sciencedirect.com/science/article/pii/S0020019015001532,0.0,1.0,,0,,0,,0,0,,0,0,,"The strongly connected components or diconnected components of an arbitrary
 directed graph form a partition into subgraphs that are themselves
 strongly connected.",,,"V:E
3:4",,,,,,,1000.0,1,,,,,,,,4,,,Combinatorics
124,13,Strongly Connected Components,1.0,SCCs,142.0,,,1,1,O(V+E),,,[https://www.sciencedirect.com/science/article/pii/S002001900000051X?via%3Dihub Path-based depth-first search Gabow (2000)],Path-based depth-first search Gabow,2000,https://www.sciencedirect.com/science/article/pii/S002001900000051X?via%3Dihub,,,,0,0,5,"V: 5,
E: 3",$O(V+E)$,"V: number of vertices
E: number of edges",V,,,Word RAM,words,3,"V: 3,
E: 1","O(V+E) total, O(V) auxiliary?",https://www.sciencedirect.com/science/article/pii/S002001900000051X?via%3Dihub,0.0,1.0,,0,,0,,0,0,,0,0,,"The strongly connected components or diconnected components of an arbitrary
 directed graph form a partition into subgraphs that are themselves
 strongly connected.",,,"V:E
3:4",,,,,,,1000.0,1,,,,,,,,4,,,Combinatorics
125,13,Strongly Connected Components,1.0,Transitive Closure,143.0,,,1,1,O(V^2),"Each edge is selected with probability p, 0<p<1",https://link.springer.com/content/pdf/10.1007/BF01940892.pdf,[https://link.springer.com/article/10.1007%2FBF01940892 Paul Purdom (1970)],Paul Purdom,1970,https://link.springer.com/article/10.1007%2FBF01940892,4,1.0,https://link.springer.com/content/pdf/10.1007/BF01940892.pdf,1,0,6,"V: 6,
E: 3",$O(V^2+VE)$,"V: number of vertices
E: number of edges",V,,,Word RAM,words,5,"V: 5,
E: 1",O(V^2),https://link.springer.com/content/pdf/10.1007/BF01940892.pdf,0.0,1.0,,0,,0,,0,0,,0,0,,"The strongly connected components or diconnected components of an arbitrary
 directed graph form a partition into subgraphs that are themselves
 strongly connected.",,,"V:E
3:4",1000000.0,,1000000000000.0,,1e+18,,183673.0,0.005444458358,,183673469388,1,,1.84E+17,1,,4,,,Combinatorics
126,13,Strongly Connected Components,1.0,SCCs,146.0,,,1,1,O(V+E),,,[https://link.springer.com/chapter/10.1007/3-540-48119-2_16 Couvreur (1999)],Couvreur,1999,https://link.springer.com/chapter/10.1007/3-540-48119-2_16,,,,0,0,5,"V: 5,
E: 3",$O(V+E)$,"V: number of vertices
E: number of edges",V,,,Word RAM,words,3,"V: 3,
E: 1",O(V)?,can be easily derived?,1.0,0.0,,0,,0,,0,0,,0,0,http://essay.utwente.nl/67128/1/Bloemen_MA_EEMCS.pdf,"The strongly connected components or diconnected components of an arbitrary
 directed graph form a partition into subgraphs that are themselves
 strongly connected.",,,"V:E
3:4",,,,,,,1000.0,1,,,,,,,,4,,,Combinatorics
127,13,Strongly Connected Components,1.0,SCCs,147.0,,,1,1,O(E + VlogV),,,[https://www.sciencedirect.com/science/article/pii/0020019071900068 Munro’s algorithm (1971)],Munro’s algorithm,1971,https://www.sciencedirect.com/science/article/pii/0020019071900068,,,,1,4->5,5,"V: 5,
E: 3",$O(E + V \log V)$,"V: number of vertices
E: number of edges",V,,,Word RAM,words,3,"V: 3,
E: 1",O(V)?,can be easily derived?,1.0,0.0,,0,,0,,0,0,,0,0,http://essay.utwente.nl/67128/1/Bloemen_MA_EEMCS.pdf,"The strongly connected components or diconnected components of an arbitrary
 directed graph form a partition into subgraphs that are themselves
 strongly connected.",,,"V:E
3:4",1000.0,999.0,1000000.0,999999.0,1000000000.0,999999999.0,4318.596513,42.53071558,41.53071558,8589646.921,21383.12216,21382.12216,12860697328,14281765.96,14281764.96,4,,,Combinatorics
128,14,Minimum Spanning Tree (MST),1.0,"Undirected, General MST",151.0,,,1,1,O(ElogV),,,[- Borůvka's algorithm (1926)],Borůvka's algorithm,1926,-,1,1.0,https://www.geeksforgeeks.org/boruvkas-algorithm-greedy-algo-9/,1,0,5.01,"V: 5.01,
E: 3",$O(E \log V)$,"V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,3,"V: 3,
E: 1",O(V) auxiliary,can be easily derived,1.0,0.0,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,5075.0,1,,10889978.26,1,,16703352428,1,,5,,https://scholarworks.rit.edu/cgi/viewcontent.cgi?article=1658&context=theses,Combinatorics
129,14,Minimum Spanning Tree (MST),1.0,"Undirected, General MST",152.0,,,1,1,O(V^2),,,[https://ieeexplore.ieee.org/document/6773228 Prim's algorithm + adjacency matrix searching (1957)],Prim's algorithm + adjacency matrix searching,1957,https://ieeexplore.ieee.org/document/6773228,,,,0,0,5,V: 5,$O(V^2)$,"V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,3,"V: 3,
E: 1",O(V) auxiliary,can be easily derived,1.0,0.0,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,173611.0,0.02923201871,,,,,,,,5,,,Combinatorics
130,14,Minimum Spanning Tree (MST),1.0,"Undirected, General MST",153.0,,,1,1,O(E + VlogV),,,[https://dl.acm.org/citation.cfm?id=28874 Prim's algorithm + Fibonacci heaps; Fredman & Tarjan (1987)],Prim's algorithm + Fibonacci heaps; Fredman & Tarjan,1987,https://dl.acm.org/citation.cfm?id=28874,,,,0,0,5,"V: 5,
E: 3",$O(E + V \log V)$,"V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,3,"V: 3,
E: 1",O(V) auxiliary?,can be easily derived,1.0,0.0,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,4208.0,1.206036122,,,,,,,,5,,,Combinatorics
131,14,Minimum Spanning Tree (MST),1.0,"Undirected, General MST",154.0,,,1,1,O(ElogE),,,[https://www.jstor.org/stable/2033241 Kruskal's algorithm (1956)],Kruskal's algorithm,1956,https://www.jstor.org/stable/2033241,,,,0,0,5.01,"V: 5.01,
E: 4",$O(E \log E)$,"V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,5,"V: 5,
E: 3",O(E) auxiliary,can be easily derived,1.0,0.0,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,5355.0,0.9477124183,,,,,,,,5,,,Combinatorics
132,14,Minimum Spanning Tree (MST),1.0,"Undirected, General MST",155.0,,,1,1,O(EloglogV),,,[https://www.sciencedirect.com/science/article/pii/0020019075900563 Yao's algorithm (1975)],Yao's algorithm,1975,https://www.sciencedirect.com/science/article/pii/0020019075900563,,,,1,0,5.001,"V: 5.001,
E: 4",$O(E \log \log V)$,"V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,5,"V: 5,
E: 3",O(E) auxiliary?,can be easily derived,1.0,0.0,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,1820.0,2.788461538,0.02973317467,2463146.436,4.421165588,0.04338336425,2823142793,5.916580794,0.05210519661,5,,,Combinatorics
133,14,Minimum Spanning Tree (MST),1.0,"Undirected, General MST",156.0,,,1,1,O(EloglogV),,,[https://epubs.siam.org/doi/abs/10.1137/0205051 Cheriton-Tarjan Algorithm (1976)],Cheriton-Tarjan Algorithm,1976,https://epubs.siam.org/doi/abs/10.1137/0205051,,,,0,0,5.001,"V: 5.001,
E: 4",$O(E \log \log V)$,"V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,5,"V: 5,
E: 3",O(E) auxiliary?,keep track of copy of graph where edges may be deleted?,1.0,0.0,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,1820.0,2.788461538,,,,,,,,5,,,Combinatorics
134,14,Minimum Spanning Tree (MST),1.0,"Undirected, General MST",159.0,,,1,1,"O(E+Vlog(V)log(E/V)), equivalent to O(E + Vlog(V)loglog(V))","Arbitrary graph, random edge weights",https://dl.acm.org/doi/10.5555/2791220.2791225,[https://dl.acm.org/citation.cfm?id=2791225 Filter Kruskal algorithm (2009)],Filter Kruskal algorithm,2009,https://dl.acm.org/citation.cfm?id=2791225,,,,0,0,5.01,"V: 5.01,
E: 4",$O(E \log V)$,"V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,5,"V: 5,
E: 3",O(E) auxiliary?,"Kruskal-based, with minimal overhead? filtering should only remove edges, and each edge should only require O(1) information",1.0,0.0,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,12258.0,0.4140153369,,,,,,,,5,,,Combinatorics
135,14,Minimum Spanning Tree (MST),1.0,"Undirected, General MST",160.0,,,1,1,"O(E*alpha(E, V))",,,[https://www.cs.princeton.edu/~chazelle/pubs/mst.pdf Chazelle's algorithm (2000)],Chazelle's algorithm,2000,https://www.cs.princeton.edu/~chazelle/pubs/mst.pdf,,,,0,0,5,"V: 5,
E: 3","$O(E*\alpha(E, V))$","V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,5,"V: 5,
E: 3",O(E) auxiliary??,"Seems like it uses Boruvka phases and contracts the graph, which requires $O(E)$ space, and then additional information in the tree data structure/soft heap don't require space beyond that",,,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,583.0,8.704974271,,,,,,,,5,,,Combinatorics
136,14,Minimum Spanning Tree (MST),1.0,"Undirected, General MST",161.0,,,1,1,O(E LogV (loglogV)^3),,,[https://www.cs.princeton.edu/courses/archive/spr10/cos423/handouts/NearOpt.pdf Thorup (reverse-delete) (2000)],Thorup (reverse-delete),2000,https://www.cs.princeton.edu/courses/archive/spr10/cos423/handouts/NearOpt.pdf,,,,0,0,5.02,"V: 5.02,
E: 3",$O(E \log V (\log \log V)^3)$,"V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,5,"V: 5,
E: 3",O(E) auxiliary?,can be easily derived,1.0,0.0,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,154134.0,0.03292589565,,,,,,,,5,,,Combinatorics
137,16,Shortest Path (Directed Graphs),1.0,general weights,174.0,,,1,1,O( V² EL),,,[https://apps.dtic.mil/sti/pdfs/AD0422842.pdf Bellman–Ford algorithm (Ford 1956) (1956)],Bellman–Ford algorithm (Ford 1956),1956,https://apps.dtic.mil/sti/pdfs/AD0422842.pdf,1,1.0,https://www.rand.org/pubs/papers/P923.html,1,0,7,"V: 7,
E: 3,
L: 3",$O(V^2 EL)$,"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word/Real RAM,words,5,"E: 3,
V: 5",O(E),number of equations in LP; each equation has a constant number of variables,1.0,0.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",666.6666667,,666666.6667,,666666666.7,,7407407407.0,1,,7.41E+18,1,,7.41E+27,1,,2,,,Combinatorics
138,16,Shortest Path (Directed Graphs),1.0,general weights,175.0,,,1,1,O(VE),,,[https://www.ams.org/journals/qam/1958-16-01/S0033-569X-1958-0102435-2/S0033-569X-1958-0102435-2.pdf Bellman–Ford algorithm (Shimbel 1955; Bellman 1958; Moore 1959) (1959)],Bellman–Ford algorithm (Shimbel 1955; Bellman 1958; Moore 1959),1959,https://www.ams.org/journals/qam/1958-16-01/S0033-569X-1958-0102435-2/S0033-569X-1958-0102435-2.pdf,,,,1,2->4,6,"V: 6,
E: 3",$O(VE)$,"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word/Real RAM,words,3,V: 3,O(V),keeping track of distances,1.0,0.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",333.3333333,0.2599210499,333333.3333,0.2599210499,333333333.3,0.2599210499,222222.0,33333.36667,31.18299021,222222222222,33333333.33,320.8297949,2.22E+17,33333333333,3217.297949,2,,,Combinatorics
139,16,Shortest Path (Directed Graphs),1.0,Nonnegative Weights,176.0,,,1,1,O( V² logV),,,[https://www.jstor.org/stable/pdf/2627005.pdf Bellman–Ford algorithm (Dantzig 1960) (1960)],Bellman–Ford algorithm (Dantzig 1960),1960,https://www.jstor.org/stable/pdf/2627005.pdf,,,,0,0,5.01,V: 5.01,$O(V^2 \log V)$,"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word/Real RAM,words,5,"E: 3,
V: 5",O(E) (total),can be easily derived,1.0,0.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",,,,,,,931111.0,15910.90086,,,,,,,,2,,,Combinatorics
140,16,Shortest Path (Directed Graphs),1.0,Nonnegative Weights,177.0,,,1,1,O( V² ),,,[https://www.jstor.org/stable/3007178?seq=1#page_scan_tab_contents Dijkstra's algorithm with list (Whiting & Hillier 1960) (1960)],Dijkstra's algorithm with list (Whiting & Hillier 1960),1960,https://www.jstor.org/stable/3007178?seq=1#page_scan_tab_contents,,,,0,0,5,V: 5,O(V^2),"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word/Real RAM,words,3,V: 3,O(V),"keeping track of distances/previous node in path, along with list",1.0,0.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",,,,,,,111111.0,133333.4667,,,,,,,,2,,,Combinatorics
141,16,Shortest Path (Directed Graphs),1.0,Nonnegative Weights,178.0,,,1,1,O((E + V) log V),,,[https://dl.acm.org/citation.cfm?id=321993 Dijkstra's algorithm with binary heap (Johnson 1977) (1977)],Dijkstra's algorithm with binary heap (Johnson 1977),1977,https://dl.acm.org/citation.cfm?id=321993,,,,1,4->5,5.01,"V: 5.01,
E: 3",$O((E + V) \log V)$,"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word/Real RAM,words,3,V: 3,O(V),"keeping track of distances/previous node in path, along with heap",1.0,0.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",,,,,,,8380.821784,883852.1566,0.9193798649,18346606.07,403748103584,2.570030516,28312390353,2.62E+17,5.75171023,2,,,Combinatorics
142,16,Shortest Path (Directed Graphs),1.0,Nonnegative Weights,179.0,,,1,1,O(E + V log V),,,[https://www.cs.princeton.edu/courses/archive/fall03/cs528/handouts/fibonacci%20heaps.pdf Dijkstra's algorithm with Fibonacci heap (Fredman & Tarjan 1984; Fredman & Tarjan 1987) (1984)],Dijkstra's algorithm with Fibonacci heap (Fredman & Tarjan 1984; Fredman & Tarjan 1987),1984,https://www.cs.princeton.edu/courses/archive/fall03/cs528/handouts/fibonacci%20heaps.pdf,,,,0,0,5,"E: 3,
V: 5",$O(E + V \log V)$,"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word/Real RAM,words,3,V: 3,O(V),"keeping track of distances/previous node in path, along with heap",1.0,0.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",,,,,,,3460.0,4281738.386,,,,,,,,2,,,Combinatorics
143,16,Shortest Path (Directed Graphs),1.0,Nonnegative Integer Weights,180.0,,,1,1,O(E log log L),,,[https://www.sciencedirect.com/science/article/pii/0166218X8390104X?via%3Dihub Dijkstra's algorithm with Fibonacci heap (Johnson 1981; Karlsson & Poblete 1983) (1981)],Dijkstra's algorithm with Fibonacci heap (Johnson 1981; Karlsson & Poblete 1983),1981,https://www.sciencedirect.com/science/article/pii/0166218X8390104X?via%3Dihub,2,1.0,https://link.springer.com/article/10.1007/BF01786986,1,0,5,"E: 3,
V: 5,
L: 1.99",$O(E \log \log L)$,"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word RAM,words,3,"V: 3,
L: 3",O(V+L),https://www.sciencedirect.com/science/article/pii/0166218X8390104X?via%3Dihub,0.0,1.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",,,,,,,669.3,11067394.9,0.9132063615,1821347.23,4066993532946,2.194264973,1821347230,4.07E+18,4.550996318,2,,,Combinatorics
144,16,Shortest Path (Directed Graphs),1.0,Nonnegative Weights,181.0,,,1,1,O(E logL/log(2+(E/V))),,,[https://ieeexplore.ieee.org/document/4568085 Gabow's algorithm (1983)],Gabow's algorithm,1983,https://ieeexplore.ieee.org/document/4568085,,,,0,0,5,"E: 3,
V: 5,
L: 2",$O(E \log L/\log(2+(E/V)))$,"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word/Real RAM,words,3,"V: 3,
E: 3",O(V+E)?,(keeping track of new graphs?),1.0,0.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",,,,,,,4426.0,3347224.314,,,,,,,,2,,,Combinatorics
